Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-004	653-655	8	,	head	0	16
0085-004	653-655	13	γένος	relation	ExD	ExD_AP
0085-004	653-655	13	γένος	head	16	8
0085-004	653-655	15	[1]	lemma	_	/
0085-004	653-655	15	[1]	relation	APOS	ExD_AP
0085-004	653-655	15	[1]	head	13	8
0085-004	653-655	16	[0]	lemma	_	/
0085-004	656	4	δὴ	postag	d--------	g--------
0085-004	656	9	[0]	lemma	_	/
0085-004	657-658	3	τε	postag	b--------	g--------
0085-004	657-658	6	τ’	postag	b--------	g--------
0085-004	657-658	10	μὴ	postag	d--------	c--------
0085-004	657-658	11	καὶ	postag	d--------	c--------
0085-004	659-661	2	δὲ	postag	d--------	g--------
0085-004	659-661	3	κάρτα	relation	ADV	AuxZ
0085-004	659-661	6	λέγω	relation	ExD	PRED_PA
0085-004	659-661	12	τελεῖ	relation	OBJ	OBJ_AP
0085-004	659-661	12	τελεῖ	head	0	13
0085-004	659-661	13	,	relation	AuxX	APOS
0085-004	659-661	14	εἴ	head	12	13
0085-004	659-661	16	κατάξει	relation	APOS	OBJ_AP
0085-004	659-661	26	[0]	lemma	_	/
0085-004	662-663	2	δ’	postag	d--------	g--------
0085-004	662-663	5	παῖς	postag	n-s---cn-	n-s---fn-
0085-004	662-663	5	παῖς	relation	SBJ	SBJ_AP
0085-004	662-663	5	παῖς	head	8	19
0085-004	662-663	6	παρθένος	postag	a-s---fn-	n-s---fn-
0085-004	662-663	7	δίκη	form	δίκη	Δίκη
0085-004	662-663	7	δίκη	relation	APOS	SBJ_AP
0085-004	662-663	7	δίκη	head	5	19
0085-004	662-663	10	ἐκείνου	postag	p-s---mg-	a-s---mg-
0085-004	662-663	11	καὶ	postag	b--------	c--------
0085-004	662-663	15	ἂν	postag	d--------	g--------
0085-004	664-667	3	τε	postag	b--------	g--------
0085-004	664-667	10	τ’	postag	b--------	g--------
0085-004	664-667	15	τ’	postag	b--------	g--------
0085-004	664-667	17	πω	postag	d--------	g--------
0085-004	664-667	20	τ’	postag	b--------	g--------
0085-004	664-667	26	δίκη	form	δίκη	Δίκη
0085-004	664-667	27	προσεῖδε	lemma	προσοράω	προσεῖδον
0085-004	664-667	28	καὶ	postag	b--------	c--------
0085-004	668-669	1	οὐ	postag	d--------	g--------
0085-004	668-669	2	δ’	postag	d--------	g--------
0085-004	668-669	2	δ’	relation	AuxY	AuxZ
0085-004	668-669	5	μὴν	postag	d--------	g--------
0085-004	668-669	10	αὐτῷ	postag	p-s---md-	a-s---md-
0085-004	670-671	2	δῆτ’	head	4	1
0085-004	670-671	3	ἂν	postag	d--------	g--------
0085-004	670-671	7	δίκη	form	δίκη	Δίκη
0085-004	672-673	1	τούτοις	postag	p-p---nd-	a-p---nd-
0085-004	672-673	3	εἶμι	lemma	ἔρχομαι	εἶμι
0085-004	672-673	4	καὶ	postag	b--------	c--------
0085-004	672-673	6	αὐτός	postag	p-s---mn-	a-s---mn-
0085-004	672-673	6	αὐτός	relation	ADV	AtvV
0085-004	673	1	τίς	postag	p-s---cn-	a-s---mn-
0085-004	673	2	ἄλλος	postag	p-s---mn-	a-s---mn-
0085-004	673	3	μᾶλλον	lemma	μάλα	μᾶλλον
0085-004	673	3	μᾶλλον	postag	d-------c	d--------
0085-004	673	3	μᾶλλον	relation	ADV	AuxZ
0085-004	673	6	[0]	lemma	_	/
0085-004	674-675	2	τ’	postag	b--------	g--------
0085-004	674-675	3	ἄρχων	relation	ADV	AtvV
0085-004	674-675	4	καὶ	postag	b--------	c--------
0085-004	674-675	6	κάσις	relation	ADV	AtvV
0085-004	674-675	8	ἐχθρὸς	relation	ADV	AtvV
0085-004	674-675	13	[0]	lemma	_	/
0085-004	674-675	14	[1]	lemma	_	/
0085-004	675-676	4	κνημῖδας	relation	OBJ	OBJ_AP
0085-004	675-676	4	κνημῖδας	head	1	5
0085-004	675-676	5	,	relation	AuxX	APOS
0085-004	675-676	5	,	head	0	1
0085-004	675-676	7	καὶ	postag	b--------	c--------
0085-004	675-676	9	προβλήματα	relation	APOS	OBJ_AP
0085-004	675-676	9	προβλήματα	head	4	5
0085-004	677-678	1	μή	postag	d--------	c--------
0085-004	677-678	2	,	head	3	5
0085-004	677-678	3	φίλτατ’	lemma	φίλος	φίλτατος
0085-004	677-678	3	φίλτατ’	postag	a-s---mvs	a-s---mv-
0085-004	677-678	3	φίλτατ’	relation	ExD	ExD_AP
0085-004	677-678	3	φίλτατ’	head	9	5
0085-004	677-678	5	,	relation	AuxX	APOS
0085-004	677-678	5	,	head	0	9
0085-004	677-678	7	τέκος	relation	APOS	ExD_AP
0085-004	677-678	7	τέκος	head	3	5
0085-004	677-678	8	,	head	3	5
0085-004	677-678	14	αὐδωμένῳ	relation	ADV	OBJ
0085-004	679-680	10	[0]	lemma	_	/
0085-004	680	2	γὰρ	postag	d--------	g--------
0085-004	680	5	[0]	lemma	_	/
0085-004	681-682	2	δ’	postag	d--------	g--------
0085-004	681-682	15	[0]	lemma	_	/
0085-004	683-684	4	τις	postag	p-s---cn-	p-s---mn-
0085-004	684	2	γὰρ	postag	d--------	g--------
0085-004	684	5	τεθνηκόσι	lemma	θνῄσκω	θνήσκω
0085-004	684	7	[0]	lemma	_	/
0085-004	685	2	δὲ	postag	d--------	g--------
0085-004	685	6	ἐρεῖς	lemma	λέγω	ἐρῶ
0085-004	685	8	[0]	lemma	_	/
0085-004	687-688	2	δ’	postag	d--------	g--------
0085-004	689-691	7	,	relation	AuxX	AuxZ
0085-004	689-691	8	ἴτω	lemma	ἔρχομαι	εἶμι
0085-004	689-691	12	κωκυτοῦ	form	κωκυτοῦ	Κωκυτοῦ
0085-004	689-691	18	Λαΐου	lemma	Λάϊος	Λάιος
0085-004	695-697	2	γὰρ	postag	d--------	g--------
0085-004	695-697	4	μοι	postag	p1s---cd-	p-s---md-
0085-004	695-697	15	πρότερον	postag	a-s---nac	a-s---na-
0085-004	699-701	3	εἶσι	lemma	ἔρχομαι	εἶμι
0085-004	702-703	2	μὲν	postag	d--------	g--------
0085-004	702-703	4	πως	postag	d--------	g--------
0085-004	702-703	8	δ’	postag	b--------	g--------
0085-004	702-703	10	ἡμῶν	postag	p1p---cg-	p-p---mg-
0085-004	704	2	οὖν	postag	d--------	g--------
0085-004	704	2	οὖν	relation	AuxY	AuxZ
0085-004	704	4	ἂν	postag	d--------	g--------
0085-004	705	2	ὅτε	relation	AuxC	AuxP
0085-004	705	3	σοι	postag	p2s---cd-	p-s---md-
0085-004	705	6	[0]	lemma	_	/
0085-004	708	2	δ’	postag	d--------	g--------
0085-004	709	2	γὰρ	postag	d--------	g--------
0085-004	710-711	1	ἄγαν	relation	ADV	AuxZ
0085-004	710-711	2	δ’	postag	d--------	g--------
0085-004	710-711	6	ὄψεις	relation	SBJ	SBJ_AP
0085-004	710-711	6	ὄψεις	head	12	7
0085-004	710-711	7	,	relation	AuxX	APOS
0085-004	710-711	7	,	head	0	12
0085-004	710-711	10	δατήριοι	relation	APOS	SBJ_AP
0085-004	710-711	10	δατήριοι	head	6	7
0085-004	710-711	12	[0]	lemma	_	/
0085-004	712	4	καίπερ	postag	d--------	g--------
0085-004	712	4	καίπερ	relation	AuxZ	AuxC
0085-004	712	4	καίπερ	head	6	1
0085-004	712	6	στέργων	head	1	4
0085-004	712	7	ὅμως	postag	d--------	c--------
0085-004	713	2	ἂν	postag	d--------	g--------
0085-004	713	5	τις	postag	p-s---cn-	p-s---fn-
0085-004	713	7	[0]	lemma	_	/
0085-004	713	1	οὐ	postag	d--------	g--------
0085-004	713	2	δὲ	postag	d--------	g--------
0085-004	713	4	μακράν	lemma	μακρός	μακράν
0085-004	713	6	[0]	lemma	_	/
0085-004	715	2	τοί	postag	d--------	g--------
0085-004	715	3	μ’	postag	p1s---ca-	p-s---ma-
0085-004	716	2	γε	postag	d--------	g--------
0085-004	716	2	γε	relation	AuxZ	AuxY
0085-004	716	3	μέντοι	postag	d--------	g--------
0085-004	716	3	μέντοι	relation	AuxY	AuxZ
0085-004	716	4	καὶ	postag	d--------	c--------
0085-004	717	4	τοῦτο	postag	p-s---na-	a-s---na-
0085-004	719	1	θεῶν	relation	SBJ	ATR
0085-004	719	4	ἂν	postag	d--------	g--------
0085-004	720-725	4	θεόν	relation	SBJ	SBJ_AP
0085-004	720-725	4	θεόν	head	15	9
0085-004	720-725	7	θεοῖς	relation	ADV	OBJ
0085-004	720-725	8	ὁμοίαν	lemma	ὅμοιος	ὁμοῖος
0085-004	720-725	9	,	relation	AuxX	APOS
0085-004	720-725	9	,	head	0	15
0085-004	720-725	14	Ἐρινὺν	relation	APOS	SBJ_AP
0085-004	720-725	14	Ἐρινὺν	head	4	9
0085-004	726	2	δ’	postag	d--------	g--------
0085-004	726	2	δ’	relation	AuxY	COORD
0085-004	726	2	δ’	head	5	0
0085-004	726	5	ὀτρύνει	relation	PRED	PRED_CO
0085-004	726	5	ὀτρύνει	head	0	2
0085-004	727-733	1	ξένος	postag	a-s---mn-	n-s---mn-
0085-004	727-733	1	ξένος	relation	SBJ	SBJ_AP
0085-004	727-733	1	ξένος	head	4	13
0085-004	727-733	2	δὲ	postag	d--------	g--------
0085-004	727-733	5	,	head	1	13
0085-004	727-733	8	ἄποικος	relation	APOS	SBJ_AP
0085-004	727-733	8	ἄποικος	head	1	13
0085-004	727-733	9	,	head	1	13
0085-004	727-733	11	χρηματοδαίτας	relation	APOS	SBJ_AP
0085-004	727-733	11	χρηματοδαίτας	head	1	13
0085-004	727-733	13	,	relation	AuxX	APOS
0085-004	727-733	13	,	head	0	4
0085-004	727-733	14	ὠμόφρων	postag	a-s---mn-	n-s---mn-
0085-004	727-733	15	σίδαρος	relation	APOS	SBJ_AP
0085-004	727-733	15	σίδαρος	head	1	13
0085-004	727-733	22	καὶ	postag	d--------	c--------
0085-004	727-733	28	πεδίων	relation	ADV	ATR
0085-004	727-733	29	ἀμοίρους	relation	ADV	AtvV
0085-004	727-733	31	[0]	lemma	_	/
0085-004	734-739	2	δ’	postag	d--------	g--------
0085-004	734-739	3	ἂν	postag	d--------	g--------
0085-004	734-739	5	αὐτοδάικτοι	lemma	αὐτοδάϊκτος	αὐτοδάικτος
0085-004	734-739	5	αὐτοδάικτοι	relation	ADV	AtvV
0085-004	734-739	6	θάνωσι	lemma	θνῄσκω	θνήσκω
