Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-006	571-576	3	οὖν	postag	d--------	g--------
0085-006	571-576	3	οὖν	relation	AuxY	AuxZ
0085-006	571-576	3	οὖν	head	40	2
0085-006	571-576	8	κἀκεῖνον	lemma	καί	ἐκεῖνος
0085-006	571-576	8	κἀκεῖνον	postag	b--------	a-s---ma-
0085-006	571-576	14	ἢ	postag	b--------	c--------
0085-006	571-576	15	καὶ	postag	d--------	c--------
0085-006	571-576	18	μοι	postag	p1s---cd-	p-s---md-
0085-006	571-576	24	ἴσθι	relation	ExD	PRED_PA
0085-006	571-576	26	καὶ	postag	b--------	c--------
0085-006	571-576	32	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-006	571-576	33	εἰπεῖν	lemma	λέγω	εἶπον
0085-006	571-576	37	ξένος	postag	a-s---mn-	n-s---mn-
0085-006	571-576	46	[0]	lemma	_	/
0085-006	577-578	2	δ’	postag	d--------	g--------
0085-006	577-578	10	πόσιν	relation	ADV	ATV
0085-006	579-580	2	οὖν	postag	d--------	g--------
0085-006	579-580	3	σὺ	postag	p2s---cn-	p-s---fn-
0085-006	579-580	4	μὲν	postag	d--------	g--------
0085-006	579-580	11	ἂν	postag	d--------	g--------
0085-006	579-580	12	ἀρτίκολλα	relation	ADV	ATV
0085-006	581-582	1	ὑμῖν	postag	p2p---cd-	p-p---fd-
0085-006	581-582	2	δ’	postag	d--------	g--------
0085-006	581-582	5	εὔφημον	postag	a-s---fa-	a-s---ma-
0085-006	581-582	9	θ’	postag	b--------	g--------
0085-006	581-582	10	ὅπου	postag	c--------	d--------
0085-006	581-582	12	καὶ	postag	b--------	c--------
0085-006	583-584	2	δ’	postag	d--------	g--------
0085-006	583-584	3	ἄλλα	postag	p-p---na-	a-p---na-
0085-006	583-584	4	τούτῳ	postag	p-s---md-	a-s---md-
0085-006	583-584	12	μοι	postag	p1s---cd-	p-s---md-
0085-006	585-588	2	μὲν	postag	d--------	g--------
0085-006	585-588	5	δεινὰ	relation	ATR_CO	ATR
0085-006	585-588	5	δεινὰ	head	6	8
0085-006	585-588	6	[καὶ]	postag	b--------	c--------
0085-006	585-588	6	[καὶ]	relation	COORD	UNDEFINED
0085-006	585-588	6	[καὶ]	head	8	0
0085-006	585-588	7	δειμάτων	relation	ATR_CO	ATR
0085-006	585-588	7	δειμάτων	head	6	8
0085-006	585-588	11	τ’	postag	b--------	g--------
0085-006		20	παιδὸς	postag	n-s---cg-	n-s---mg-
0085-006		23	ἥλικ’	postag	a-s---ma-	n-s---ma-
0085-006	612-621	1	ἄλλαν	postag	p-s---fa-	a-s---fa-
0085-006	612-621	3	τιν’	postag	p-s---ca-	p-s---fa-
0085-006	612-621	10	ἅτ’	relation	SBJ	SBJ_AP
0085-006	612-621	10	ἅτ’	head	14	33
0085-006	612-621	18	ὅρμοις	relation	APOS	OBJ_AP
0085-006	612-621	18	ὅρμοις	head	10	33
0085-006	612-621	20	δώροισι	relation	APOS	OBJ_AP
0085-006	612-621	20	δώροισι	head	10	33
0085-006	612-621	23	Νῖσον	lemma	Νῖσος	νῖσος
0085-006	612-621	30	κυνόφρων	relation	APOS	SBJ_AP
0085-006	612-621	30	κυνόφρων	head	10	33
0085-006	622	1	κιγχάνει	relation	PRED	PRED_CO
0085-006	622	1	κιγχάνει	head	0	2
0085-006	622	2	δέ	postag	d--------	g--------
0085-006	622	2	δέ	relation	AuxY	COORD
0085-006	622	2	δέ	head	1	0
0085-006		3	ἐπεμνασάμαν	lemma	ἐπιμιμνῄσκομαι	ἐπιμιμνήσκομαι
0085-006	629-630	2	δ’	postag	d--------	g--------
0085-006	629-630	4	ἑστίαν	lemma	ἑστία	ἕστιος
0085-006	629-630	4	ἑστίαν	postag	n-s---fa-	a-s---fa-
0085-006	629-630	7	τ’	postag	b--------	g--------
0085-006	631-632	2	δὲ	postag	d--------	g--------
0085-006	633-634	1	ᾔκασεν	relation	PRED	PRED_CO
0085-006	633-634	1	ᾔκασεν	head	0	2
0085-006	633-634	2	δέ	postag	d--------	g--------
0085-006	633-634	2	δέ	relation	AuxY	COORD
0085-006	633-634	2	δέ	head	1	0
0085-006	633-634	3	τις	postag	p-s---cn-	p-s---mn-
0085-006	635-636	2	δ’	postag	d--------	g--------
0085-006	635-636	2	δ’	relation	AuxY	COORD
0085-006	635-636	2	δ’	head	6	0
0085-006	635-636	5	ἀτιμωθὲν	relation	ADV	ATV
0085-006	635-636	6	οἴχεται	relation	PRED	PRED_CO
0085-006	635-636	6	οἴχεται	head	0	2
0085-006	637	2	γὰρ	postag	d--------	g--------
0085-006	637	3	οὔτις	postag	p-s---mn-	a-s---mn-
0085-006	639-641	2	δ’	postag	d--------	g--------
0085-006	639-641	7	ὀξυπευκὲς	relation	ADV	ATV
0085-006	639-641	10	δίκας	form	δίκας	Δίκας
0085-006	641-645	1	τὸ	postag	l-s---nn-	p-s---nn-
0085-006	641-645	2	μὴ	postag	d--------	c--------
0085-006	641-645	4	γὰρ	postag	d--------	g--------
0085-006	641-645	5	οὖν	postag	d--------	g--------
0085-006	641-645	5	οὖν	relation	AuxY	AuxZ
0085-006	641-645	5	οὖν	head	19	4
0085-006	641-645	18	[1]	lemma	_	/
0085-006	641-645	19	[0]	lemma	_	/
0085-006	646	1	δίκας	form	δίκας	Δίκας
0085-006	646	2	δ’	postag	d--------	g--------
0085-006	647	1	προχαλκεύει	relation	PRED	PRED_CO
0085-006	647	1	προχαλκεύει	head	0	2
0085-006	647	2	δ’	postag	d--------	g--------
0085-006	647	2	δ’	relation	AuxY	COORD
0085-006	647	2	δ’	head	1	0
0085-006	648-651	2	δ’	postag	d--------	g--------
0085-006	648-651	2	δ’	relation	AuxY	COORD
0085-006	648-651	2	δ’	head	3	0
0085-006	648-651	3	ἐπεισφέρει	relation	PRED	PRED_CO
0085-006	648-651	3	ἐπεισφέρει	head	0	2
0085-006	652	1	παῖ	relation	MWE	AuxY
0085-006	652	2	παῖ	postag	n-s---cv-	n-s---mv-
0085-006	653	1	τίς	postag	p-s---cn-	p-s---mn-
0085-006	653	5	παῖ	postag	n-s---cv-	n-s---mv-
0085-006	653	5	παῖ	relation	ExD_CO	ExD
0085-006	653	7	παῖ	postag	n-s---cv-	n-s---mv-
0085-006	653	7	παῖ	relation	ExD_CO	ExD
0085-006	653	10	αὖθις	relation	ADV	AuxZ
0085-006	653	15	[0]	lemma	_	/
0085-006	657	1	εἶεν	postag	i--------	g--------
0085-006	657	1	εἶεν	relation	ExD	AuxY
0085-006	657	3	ξένος	postag	a-s---mn-	n-s---mn-
0085-006	657	5	[0]	lemma	_	/
0085-006	657	3	[0]	lemma	_	/
0085-006	658-659	2	τοῖσι	postag	l-p---md-	p-p---md-
0085-006	658-659	7	οὕσπερ	lemma	ὅσπερ	ὅς
0085-006	658-659	9	καὶ	postag	b--------	c--------
0085-006	660-662	2	δ’	postag	d--------	g--------
0085-006	660-662	5	καὶ	postag	d--------	c--------
0085-006	660-662	12	δ’	postag	b--------	g--------
0085-006	660-662	21	[0]	lemma	_	/
0085-006	665-666	2	γὰρ	postag	d--------	g--------
0085-006	666-667	1	εἶπε	lemma	λέγω	εἶπον
0085-006	666-667	7	ἐμφανὲς	relation	ADV	ATV
0085-006	666-667	10	[0]	lemma	_	/
0085-006	668	1	ξένοι	postag	a-p---mv-	n-p---mv-
0085-006	668	4	ἂν	postag	d--------	g--------
0085-006	668-671	2	γὰρ	postag	d--------	g--------
0085-006	668-671	3	ὁποῖά	postag	p-p---nn-	a-p---nn-
0085-006	668-671	4	περ	lemma	περ	πέρ
0085-006	668-671	4	περ	postag	d--------	g--------
0085-006	668-671	8	,	relation	AuxX	APOS
0085-006	668-671	8	,	head	0	1
0085-006	668-671	9	καὶ	postag	b--------	c--------
0085-006	668-671	11	λουτρὰ	relation	SBJ_CO	SBJ_AP_CO
0085-006	668-671	12	καὶ	postag	b--------	c--------
0085-006	668-671	15	στρωμνή	relation	SBJ_CO	SBJ_AP_CO
0085-006	668-671	18	τ’	postag	b--------	g--------
0085-006	668-671	18	τ’	head	1	8
0085-006	668-671	20	παρουσία	relation	SBJ_CO	SBJ_AP_CO
0085-006	668-671	22	[0]	lemma	_	/
0085-006	668-671	22	[0]	relation	APOS	SBJ_AP
0085-006	668-671	22	[0]	head	18	8
0085-006	672-673	2	δ’	postag	d--------	g--------
0085-006	672-673	3	ἄλλο	postag	p-s---na-	a-s---na-
0085-006	674	2	μέν	postag	d--------	g--------
0085-006	675-679	2	δ’	postag	d--------	g--------
0085-006	675-679	3	αὐτόφορτον	relation	ADV	AtvV
0085-006	675-679	9	ὥσπερ	postag	c--------	d--------
0085-006	675-679	11	ἀπεζύγην	lemma	ἀποζεύγνυμι	ἀποζεύγνυμαι
0085-006	675-679	17	εἶπε	lemma	λέγω	εἶπον
0085-006	675-679	19	ἀνήρ	relation	SBJ	SBJ_AP
0085-006	675-679	19	ἀνήρ	head	17	20
0085-006	675-679	20	,	relation	AuxX	APOS
0085-006	675-679	20	,	head	0	17
0085-006	675-679	22	καὶ	postag	b--------	c--------
0085-006	675-679	24	ὁδόν	postag	n-s---fa-	n-s---ma-
0085-006	675-679	26	Στροφίος	relation	APOS	SBJ_AP
0085-006	675-679	26	Στροφίος	head	19	20
0085-006	679-682	1	πεύθομαι	lemma	πυνθάνομαι	πεύθομαι
0085-006	679-682	1	πεύθομαι	relation	ExD	PRED_PA
0085-006	679-682	2	γὰρ	postag	d--------	g--------
0085-006	679-682	6	ἐπείπερ	lemma	ἐπεί	ἐπείπερ
0085-006	679-682	7	ἄλλως	lemma	ἄλλος	ἄλλως
0085-006	679-682	7	ἄλλως	relation	ADV	AuxY
0085-006	679-682	10	ξέν’	postag	a-p---nv-	a-p---fn-
0085-006	679-682	20	μεμνημένος	lemma	μιμνῄσκω	μιμνήσκω
0085-006	679-682	21	τεθνεῶτ’	lemma	θνῄσκω	θνήσκω
0085-006	679-682	21	τεθνεῶτ’	relation	ADV	ATV
0085-006	679-682	23	εἰπέ	lemma	λέγω	εἶπον
0085-006	679-682	25	μηδαμῶς	relation	ADV	AuxZ
0085-006	683-685	1	εἴτ’	postag	b--------	d--------
0085-006	683-685	2	οὖν	postag	d--------	g--------
0085-006	683-685	2	οὖν	relation	AuxY	AuxZ
0085-006	683-685	2	οὖν	head	5	1
0085-006	683-685	8	εἴτ’	postag	b--------	d--------
0085-006	683-685	9	οὖν	postag	d--------	g--------
0085-006	683-685	9	οὖν	relation	AuxY	AuxZ
0085-006	683-685	9	οὖν	head	26	8
0085-006	683-685	10	μέτοικον	relation	ADV	AtvV_AP
0085-006	683-685	10	μέτοικον	head	18	11
0085-006	683-685	11	,	relation	AuxX	APOS
0085-006	683-685	11	,	head	0	18
0085-006	683-685	16	ξένον	relation	APOS	AtvV_AP
0085-006	683-685	16	ξένον	head	10	11
0085-006	683-685	17	,	head	10	11
0085-006	683-685	19	,	head	0	1
0085-006	683-685	25	[0]	lemma	_	/
0085-006	683-685	26	[1]	lemma	_	/
0085-006	686-687	2	γὰρ	postag	d--------	g--------
0085-006	688	1	τοσαῦτ’	postag	p-p---na-	a-p---na-
0085-006	688	3	εἶπον	lemma	λέγω	εἶπον
0085-006	688-690	2	δὲ	postag	d--------	g--------
0085-006	688-690	6	καὶ	postag	b--------	c--------
0085-006	688-690	8	λέγων	relation	ADV	AtvV
0085-006	688-690	14	δ’	postag	b--------	g--------
0085-006	688-690	15	εἰκὸς	lemma	εἰκός	ἔοικα
0085-006	688-690	18	[0]	lemma	_	/
0085-006	692-695	5	ἀρά	form	ἀρά	Ἀρά
0085-006	692-695	9	ἐπωπᾷς	relation	PRED	PRED_CO
0085-006	692-695	9	ἐπωπᾷς	head	0	18
0085-006	692-695	18	,	relation	AuxY	COORD
0085-006	692-695	18	,	head	9	0
0085-006	692-695	19	φίλων	lemma	φίλος	φίλων
0085-006	692-695	19	φίλων	postag	a-p---mg-	n-s---mn-
0085-006	692-695	21	με	postag	p1s---ca-	p-s---fa-
0085-006	696-699	1	καὶ	postag	d--------	c--------
0085-006	696-699	5	ἦν	relation	ExD	PRED_PA
0085-006	696-699	6	γὰρ	postag	d--------	g--------
0085-006	696-699	7	εὐβούλως	relation	ADV	OBJ
0085-006	696-699	10	ἔξω	postag	r--------	d--------
0085-006	696-699	18	δ’	postag	b--------	g--------
0085-006	696-699	19	ἥπερ	lemma	ὅσπερ	ὅς
0085-006	696-699	24	ἰατρὸς	postag	a-s---fn-	n-s---mn-
0085-006	696-699	31	[0]	lemma	_	/
0085-006	700-702	1	ἐγὼ	postag	p1s---cn-	p-s---mn-
0085-006	700-702	2	μὲν	postag	d--------	g--------
0085-006	700-702	3	οὖν	postag	d--------	g--------
0085-006	700-702	3	οὖν	relation	AuxY	AuxZ
0085-006	700-702	3	οὖν	head	11	2
0085-006	700-702	5	ὧδ’	relation	ADV	AuxZ
0085-006	700-702	10	ἂν	postag	d--------	g--------
0085-006	700-702	14	καὶ	postag	b--------	c--------
0085-006	702-703	2	γὰρ	postag	d--------	g--------
0085-006	702-703	3	ξένου	postag	a-s---mg-	n-s---mg-
0085-006	702-703	4	ξένοισίν	postag	a-p---md-	n-p---md-
0085-006	704-706	3	δ’	postag	b--------	g--------
0085-006	704-706	5	ἐμοὶ	postag	p1s---cd-	p-s---md-
0085-006	704-706	6	τόδ’	relation	SBJ	SBJ_AP
0085-006	704-706	6	τόδ’	head	4	9
0085-006	704-706	9	,	relation	AuxX	APOS
0085-006	704-706	9	,	head	0	4
0085-006	704-706	12	μὴ	postag	d--------	c--------
0085-006	704-706	13	καρανῶσαι	relation	APOS	SBJ_AP
0085-006	704-706	13	καρανῶσαι	head	6	9
0085-006	704-706	17	καὶ	postag	b--------	c--------
0085-006	707-708	5	σέθεν	postag	p2s---cg-	p-s----g-
0085-006	707-708	8	δ’	postag	b--------	g--------
0085-006	707-708	10	ἂν	postag	d--------	g--------
0085-006	707-708	11	γένοιο	postag	v2saom---	v2sao----
0085-006	709	1	ἄλλος	postag	p-s---mn-	a-s---mn-
0085-006	709	2	δ’	postag	d--------	g--------
0085-006	709	5	ἂν	postag	d--------	g--------
0085-006	710-711	6	ξένους	postag	a-p---ma-	n-p---ma-
0085-006	712-713	2	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-006	712-713	9	τε	postag	b--------	g--------
0085-006	712-713	11	καὶ	postag	b--------	c--------
0085-006	714	1	κἀκεῖ	lemma	καί	ἐκεῖ
0085-006	714	1	κἀκεῖ	relation	AuxY	COORD
0085-006	714	1	κἀκεῖ	head	2	0
0085-006	714	2	κυρούντων	relation	PRED	PRED_CO
0085-006	714	2	κυρούντων	head	0	1
0085-006	715	2	δὲ	postag	d--------	g--------
0085-006	715	4	ὡς	postag	c--------	d--------
0085-006	715	8	[0]	lemma	_	/
0085-006	715	8	[0]	head	4	1
0085-006	716-718	1	ἡμεῖς	postag	p1p---cn-	p-p---fn-
0085-006	716-718	2	δὲ	postag	d--------	g--------
0085-006	716-718	3	ταῦτα	postag	p-p---na-	a-p---na-
0085-006	716-718	8	τε	postag	b--------	g--------
0085-006	716-718	9	κοὐ	lemma	καί	οὐ
0085-006	716-718	9	κοὐ	postag	b--------	d--------
0085-006	719-721	1	εἶεν	postag	i--------	g--------
0085-006	719-721	1	εἶεν	relation	ExD	AuxY
0085-006	719-721	7	πότε	postag	d--------	p--------
0085-006	719-721	8	δὴ	postag	d--------	g--------
0085-006	719-721	8	δὴ	relation	AuxY	AuxZ
0085-006	722-725	2	πότνια	relation	APOS	ATR
0085-006	722-725	4	καὶ	postag	b--------	c--------
0085-006	722-725	5	πότνι’	relation	APOS	ATR
0085-006	722-725	16	βασιλείῳ	lemma	βασίλειος	βασίλειον
0085-006	722-725	16	βασιλείῳ	postag	a-s---nd-	n-s---nd-
0085-006	726-729	2	γὰρ	postag	d--------	g--------
0085-006	726-729	4	πειθὼ	form	πειθὼ	Πειθὼ
0085-006	726-729	9	δ’	postag	b--------	g--------
0085-006	726-729	11	καὶ	postag	b--------	c--------
0085-006	731	2	δ’	postag	d--------	g--------
0085-006	731	6	κεκλαυμένην	relation	ADV	ATV
0085-006	732	2	δὴ	postag	d--------	g--------
0085-006	732	2	δὴ	relation	AuxY	AuxZ
0085-006	733	2	δ’	postag	d--------	g--------
0085-006	733	5	σοι	postag	p2s---cd-	p-s----d-
0085-006	734-741	13	ἀνὴρ	relation	ADV	AtvV
0085-006	734-741	20	πύθηται	postag	v3sasm---	v3sase---
0085-006	734-741	24	μὲν	postag	d--------	g--------
0085-006	734-741	27	ἐντὸς	postag	r--------	d--------
0085-006	734-741	35	κείνῃ	lemma	ἐκεῖνος	κεῖνος
0085-006	734-741	35	κείνῃ	postag	p-s---fd-	a-s---fd-
0085-006	734-741	38	δὲ	postag	b--------	g--------
0085-006	734-741	40	παγκάκως	relation	ADV	OBJ
0085-006	734-741	48	ξένοι	postag	a-p---mn-	n-p---mn-
0085-006	742-743	2	δὴ	postag	d--------	g--------
0085-006	742-743	2	δὴ	relation	AuxY	AuxZ
0085-006	742-743	2	δὴ	head	5	1
0085-006	742-743	4	ἐκεῖνος	postag	p-s---mn-	a-s---mn-
0085-006	742-743	9	ἂν	postag	d--------	g--------
0085-006	742-743	10	πύθηται	postag	v3sasm---	v3sase---
0085-006	743	3	ἐγώ	postag	p1s---cn-	p-s---fn-
0085-006	743	5	[0]	lemma	_	/
0085-006	744-746	2	μοι	postag	p1s---cd-	p-s---fd-
0085-006	744-746	4	μὲν	postag	d--------	g--------
0085-006	747	3	πω	postag	d--------	g--------
0085-006	748	2	μὲν	postag	d--------	g--------
0085-006	748	3	γὰρ	postag	d--------	g--------
0085-006	748	4	ἄλλα	postag	p-p---na-	a-p---na-
0085-006	749-753	2	δ’	postag	d--------	g--------
0085-006	749-753	3	Ὀρέστην	relation	OBJ	OBJ_AP_CO
0085-006	749-753	3	Ὀρέστην	head	28	4
0085-006	749-753	4	,	relation	AuxX	APOS
0085-006	749-753	4	,	head	0	16
0085-006	749-753	8	τριβήν	relation	APOS	OBJ_AP_CO
0085-006	749-753	8	τριβήν	head	3	4
0085-006	749-753	15	-	head	3	16
0085-006	749-753	16	κἀκ’	postag	b--------	c--------
0085-006	749-753	16	κἀκ’	relation	AuxY	COORD
0085-006	749-753	16	κἀκ’	head	3	28
0085-006	749-753	20	καὶ	postag	b--------	c--------
0085-006	749-753	22	καὶ	postag	b--------	c--------
0085-006	749-753	22	καὶ	head	3	16
0085-006	749-753	25	ἐμοὶ	postag	p1s---cd-	p-s---fd-
0085-006	749-753	28	[0]	lemma	_	/
0085-006	753-754	3	μὴ	postag	d--------	c--------
0085-006	753-754	5	γὰρ	postag	d--------	g--------
0085-006	753-754	6	ὡσπερεὶ	lemma	ὡσπερεί	ὥσπερ
0085-006	753-754	6	ὡσπερεὶ	postag	c--------	d--------
0085-006	753-754	12	γὰρ	postag	d--------	g--------
0085-006	753-754	14	;	relation	AuxK	AuxX
0085-006	753-754	18	[0]	lemma	_	/
0085-006	753-754	19	[1]	lemma	_	/
0085-006	753-754	19	[1]	relation	ExD	PRED_PA
0085-006	755-757	2	γάρ	postag	d--------	g--------
0085-006	755-757	3	τι	relation	OBJ	OBJ_AP
0085-006	755-757	3	τι	head	4	10
0085-006	755-757	5	παῖς	postag	n-s---cn-	n-s---mn-
0085-006	755-757	10	,	relation	AuxX	APOS
0085-006	755-757	10	,	head	0	4
0085-006	755-757	11	εἰ	head	3	10
0085-006	755-757	14	ἢ	postag	b--------	c--------
0085-006	755-757	14	ἢ	relation	AuxY	AuxX
0085-006	755-757	16	τις	postag	p-s---cn-	p-s---mn-
0085-006	755-757	18	ἢ	postag	b--------	c--------
0085-006	755-757	20	ἔχει	relation	APOS	OBJ_AP
0085-006	757	2	δὲ	postag	d--------	g--------
0085-006	757	7	[0]	lemma	_	/
0085-006	758-760	1	τούτων	postag	p-p---ng-	a-p---ng-
0085-006	758-760	6	δ’	postag	b--------	g--------
0085-006	758-760	8	οἴομαι	relation	ExD	PRED_PA
0085-006	758-760	11	παιδὸς	postag	n-s---cg-	n-s---mg-
0085-006	758-760	17	τε	postag	b--------	g--------
0085-006	758-760	18	ταὐτὸν	lemma	αὐτός	ταὐτός
0085-006	758-760	18	ταὐτὸν	postag	p-s---na-	a-s---na-
0085-006	758-760	22	[0]	lemma	_	/
0085-006	761-762	1	ἐγὼ	postag	p1s---cn-	p-s---fn-
0085-006	761-762	3	δὲ	postag	b--------	g--------
0085-006	763	1	τεθνηκότος	lemma	θνῄσκω	θνήσκω
0085-006	763	1	τεθνηκότος	relation	ADV	AtvV
0085-006	763	2	δὲ	postag	d--------	g--------
0085-006	763	5	πεύθομαι	lemma	πυνθάνομαι	πεύθομαι
0085-006	764-765	2	δ’	postag	d--------	g--------
0085-006	764-765	10	δὲ	postag	b--------	g--------
0085-006	766	2	οὖν	postag	d--------	g--------
0085-006	766	2	οὖν	relation	AuxY	AuxZ
0085-006	766	6	ἐσταλμένον	relation	ADV	ATV
0085-006	767	4	[0]	lemma	_	/
0085-006	768	3	λοχίταις	relation	ADV	AtvV
0085-006	768	5	καὶ	postag	d--------	c--------
0085-006	768	6	μονοστιβῆ	relation	ADV	AtvV
0085-006	768	8	[1]	lemma	_	/
0085-006	768	9	[0]	lemma	_	/
0085-006	768	10	[2]	lemma	_	/
0085-006	770	1	μή	postag	d--------	c--------
0085-006	770	2	νυν	lemma	νυν	νῦν
0085-006	770	2	νυν	relation	AuxY	AuxZ
0085-006	770	2	νυν	head	5	1
0085-006	770	3	σὺ	postag	p2s---cn-	p-s---fn-
0085-006	770	4	ταῦτ’	postag	p-p---na-	a-p---na-
0085-006	771-772	2	αὐτὸν	postag	p-s---ma-	a-s---ma-
0085-006	771-772	2	αὐτὸν	relation	ADV	AtvV
0085-006	771-772	10	ὅσον	postag	p-s---na-	a-s---na-
0085-006	771-772	10	ὅσον	relation	MWE	AuxZ
0085-006	771-772	11	τάχιστα	postag	a-p---nas	a-p---na-
0085-006	773	3	γὰρ	postag	d--------	g--------
0085-006	774	2	ἦ	head	3	1
0085-006	775	7	ποτέ	postag	d--------	g--------
0085-006	775	7	ποτέ	relation	ADV	AuxY
0085-006	775	9	[0]	lemma	_	/
0085-006	776	1	καὶ	postag	d--------	c--------
0085-006	776	1	καὶ	head	4	0
0085-006	776	4	[0]	lemma	_	/
0085-006	776	1	Ὀρέστης	relation	SBJ	SBJ_AP
0085-006	776	1	Ὀρέστης	head	3	6
0085-006	776	2	ἐλπὶς	relation	APOS	SBJ_AP
0085-006	776	2	ἐλπὶς	head	1	6
0085-006	777	3	[0]	lemma	_	/
0085-006	777	2	γε	postag	d--------	g--------
0085-006	777	4	ἂν	postag	d--------	g--------
0085-006	778	5	δίχα	postag	r--------	d--------
0085-006	779	2	ἰοῦσα	lemma	ἔρχομαι	εἶμι
0085-006	780	3	ὧνπερ	lemma	ὅσπερ	ὅς
0085-006	780	4	ἂν	postag	d--------	g--------
0085-006	781	2	εἶμι	lemma	ἔρχομαι	εἶμι
0085-006	781	3	καὶ	postag	b--------	c--------
0085-006	781	5	ταῦτα	postag	p-p---na-	a-p---na-
0085-006	781	6	πείσομαι	postag	v1sfim---	v1sfi----
0085-006	782	1	γένοιτο	postag	v3saom---	v3sao----
0085-006	782	1	γένοιτο	relation	PRED	PRED_CO
0085-006	782	1	γένοιτο	head	0	2
0085-006	782	2	δ’	postag	d--------	g--------
0085-006	782	2	δ’	relation	AuxY	COORD
0085-006	782	2	δ’	head	1	0
0085-006	782	4	ἄριστα	lemma	ἀγαθός	ἄριστος
0085-006	782	4	ἄριστα	postag	a-p---nas	a-p---na-
0085-006	783-786	3	μοι	postag	p1s---cd-	p-s---fd-
0085-006	783-786	19	ἰδεῖν	lemma	ὁράω	εἶδον
0085-006	788	4	σύ	postag	p2s---cn-	p-s---mn-
0085-006		6	δὴ	head	14	5
0085-006	796-799	1	σὺ	postag	p2s---cn-	p-s---mn-
0085-006	796-799	2	δ’	postag	d--------	g--------
0085-006	796-799	8	σῳζόμενον	lemma	σῴζω	σώζω
0085-006	796-799	10	τοῦτ’	postag	p-s---na-	a-s---na-
0085-006	796-799	11	ἰδεῖν	lemma	ὁράω	εἶδον
0085-006	800-802	2	τ’	postag	b--------	g--------
0085-006	800-802	2	τ’	relation	AuxY	COORD
0085-006	800-802	2	τ’	head	9	0
0085-006	800-802	7	νομίζετε	relation	ExD	ExD_AP
0085-006	800-802	7	νομίζετε	head	9	10
0085-006	800-802	9	κλῦτε	relation	PRED	PRED_CO
0085-006	800-802	9	κλῦτε	head	0	2
0085-006	800-802	10	,	relation	AuxX	APOS
0085-006	800-802	10	,	head	0	9
0085-006	800-802	12	θεοί	relation	APOS	ExD_AP
0085-006	800-802	12	θεοί	head	7	10
0085-006	805	1	γέρων	postag	a-s---mn-	n-s---mn-
0085-006	805	3	μηκέτ’	relation	ADV	AuxZ
0085-006	806-810	2	δὲ	postag	d--------	g--------
0085-006	806-810	16	καί	postag	b--------	c--------
0085-006	806-810	21	ἰδεῖν	lemma	ὁράω	εἶδον
0085-006	811-813	1	ξυλλάβοι	relation	PRED	PRED_CO
0085-006	811-813	1	ξυλλάβοι	head	0	2
0085-006	811-813	2	δ’	postag	d--------	g--------
0085-006	811-813	2	δ’	relation	AuxY	COORD
0085-006	811-813	2	δ’	head	1	0
0085-006	811-813	4	παῖς	postag	n-s---cn-	n-s---mn-
0085-006	811-813	7	,	relation	AuxX	AuxC
0085-006	811-813	11	οὐρίαν	relation	ADV	ATV
0085-006	811-813	14	[0]	lemma	_	/
0085-006	815	2	δ’	postag	d--------	g--------
0085-006	815	3	ἄλλα	postag	p-p---na-	a-p---na-
0085-006	816-818	2	δ’	postag	d--------	g--------
0085-006	816-818	7	τ’	postag	b--------	g--------
0085-006	816-818	14	δ’	postag	b--------	g--------
0085-006	816-818	15	οὐδὲν	postag	p-s---na-	a-s---na-
0085-006	816-818	15	οὐδὲν	relation	ADV	AuxZ
0085-006	816-818	18	[0]	lemma	_	/
0085-006	823	2	τάδ’	head	0	3
0085-006	823	3	εὖ	head	0	3
0085-006	825	1	ἐμὸν	relation	APOS	AuxY
0085-006	825-826	1	ἄτα	form	ἄτα	τα
0085-006	825-826	1	ἄτα	head	3	6
0085-006	825-826	2	δ’	postag	d--------	g--------
0085-006	825-826	2	δ’	relation	AuxY	COORD
0085-006	825-826	2	δ’	head	3	0
0085-006	825-826	3	ἀποστατεῖ	relation	PRED	PRED_CO
0085-006	825-826	3	ἀποστατεῖ	head	0	5
0085-006	825-826	4	φίλων	head	3	6
0085-006	825-826	6	[quot]	head	3	6
0085-006	827-830	1	σὺ	postag	p2s---cn-	p-s---mn-
0085-006	827-830	2	δὲ	postag	d--------	g--------
0085-006	827-830	10	ἐπαΰσας	lemma	παύω	ἐπαύω
0085-006	827-830	15	σὲ]	postag	p2s---ca-	p-s---ma-
0085-006	827-830	17	[πατρὸς	relation	GAP	UNDEFINED
0085-006	827-830	18	αὐδὰν]	relation	GAP	UNDEFINED
0085-006	827-830	19	[καὶ]	postag	b--------	c--------
0085-006	827-830	19	[καὶ]	relation	GAP	UNDEFINED
0085-006	838	2	μὲν	postag	d--------	g--------
0085-006	838	4	ἄκλητος	relation	ADV_CO	AtvV_CO
0085-006	838	6	ἀλλ’	postag	b--------	d--------
0085-006	838	7	ὑπάγγελος	relation	ADV_CO	AtvV_CO
0085-006	839-841	2	φάτιν	relation	OBJ	OBJ_AP
0085-006	839-841	2	φάτιν	head	5	11
0085-006	839-841	3	δὲ	postag	b--------	g--------
0085-006	839-841	4	πεύθομαι	lemma	πυνθάνομαι	πεύθομαι
0085-006	839-841	6	τινὰς	postag	p-p---ca-	p-p---ma-
