SentID	Subdoc	Speaker
416	793	Ἀθηνᾶ
417	795-796	Ἀθηνᾶ
418	797-799	Ἀθηνᾶ
419	800-803	Ἀθηνᾶ
420	804-807	Ἀθηνᾶ
421	808-809	Χορός
422	810-814	Χορός
423	814-817	Χορός
424	818	Χορός
425	818	Χορός
426	819	Χορός
427	820	Χορός
428	821-822	Χορός
429	823-825	Ἀθηνᾶ
430	826	Ἀθηνᾶ
431	826-828	Ἀθηνᾶ
432	828-829	Ἀθηνᾶ
433	829-831	Ἀθηνᾶ
434	832-833	Ἀθηνᾶ
435	834-836	Ἀθηνᾶ
436	837-839	Χορός
437	840	Χορός
438	841	Χορός
439	842	Χορός
440	843-845	Χορός
441	845-847	Χορός
442	848	Ἀθηνᾶ
443	848	Ἀθηνᾶ
444	849	Ἀθηνᾶ
445	850	Ἀθηνᾶ
446	851-852	Ἀθηνᾶ
447	852	Ἀθηνᾶ
448	853-854	Ἀθηνᾶ
449	854-857	Ἀθηνᾶ
450	858-863	Ἀθηνᾶ
451	864-865	Ἀθηνᾶ
452	866	Ἀθηνᾶ
453	867-869	Ἀθηνᾶ
454	870-872	Χορός
455	873	Χορός
456	874	Χορός
457	875	Χορός
458	876-877	Χορός
459	877-880	Χορός
460	881-884	Ἀθηνᾶ
461	885-887	Ἀθηνᾶ
462	887-889	Ἀθηνᾶ
463	890-891	Ἀθηνᾶ
464	892	Χορός
465	893	Ἀθηνᾶ
466	893	Ἀθηνᾶ
467	894	Χορός
468	894	Χορός
469	895	Ἀθηνᾶ
470	896	Χορός
471	897	Ἀθηνᾶ
472	898	Χορός
473	899	Ἀθηνᾶ
474	900	Χορός
475	901	Ἀθηνᾶ
476	902	Χορός
477	903-905	Ἀθηνᾶ
478	905-906	Ἀθηνᾶ
479	907-909	Ἀθηνᾶ
480	910	Ἀθηνᾶ
481	911-912	Ἀθηνᾶ
482	913	Ἀθηνᾶ
483	913-915	Ἀθηνᾶ
484	916-920	Χορός
485	921-926	Χορός
486	927-929	Ἀθηνᾶ
487	930-931	Ἀθηνᾶ
488	932-933	Ἀθηνᾶ
489	934-937	Ἀθηνᾶ
490	938-939	Χορός
491	940-946	Χορός
492	946-948	Χορός
493	949-950	Ἀθηνᾶ
494	950-955	Ἀθηνᾶ
495	956-967	Χορός
496	968-970	Ἀθηνᾶ
497	970-972	Ἀθηνᾶ
498	973	Ἀθηνᾶ
499	974-975	Ἀθηνᾶ
500	976-978	Χορός
501	979-983	Χορός
502	984-986	Χορός
503	987	Χορός
504	988-989	Ἀθηνᾶ
505	990-991	Ἀθηνᾶ
506	992-995	Ἀθηνᾶ
507	996	Χορός
508	997-1000	Χορός
509	1001-1002	Χορός
510	1003	Ἀθηνᾶ
511	1003-1005	Ἀθηνᾶ
512	1006-1009	Ἀθηνᾶ
513	1010-1011	Ἀθηνᾶ
514	1012-1013	Ἀθηνᾶ
515	1014-1018	Χορός
516	1018-1020	Χορός
517	1021-1025	Ἀθηνᾶ
518	1025-1027	Ἀθηνᾶ
519	1028-1031	Ἀθηνᾶ
520	1032-1033	Προπομποί
521	1035-1038	Προπομποί
522	1040-1042	Προπομποί
523	1043	Προπομποί
524	1044-1045	Προπομποί
525	1045-1046	Προπομποί
526	1047	Προπομποί
